In which country is your primary residence?,Which of the following age groups best describes you?,What is the highest level of education you've achieved?,Gender: How do you identify? - Selected Choice,The organization I work for is best classified as a:,What is your primary role? - Selected Choice,For how many years have you been in your current role?,What position did you hold prior to this? - Selected Choice,How would you rate your job satisfaction in your current role?,What would cause you to leave your current employer for a new job? Please select the top option besides pay/benefits. - Selected Choice,Which of the following best describes your industry?,Which of the following best describes your current job level?,How many people does your organization currently employ?,What department does your role fall under? - Selected Choice,"Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data preparation","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data cleansing","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data visualization","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Model selection","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Model training","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Deploying models","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Reporting and presentation","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Other (please indicate)","Does your organization allow the use of open-source software (Python/R libraries such as pandas, NumPy, etc.)?",What kinds of measures or tools does your company use to secure its software supply chains? (Select all that apply). - Selected Choice,How does your organization ensure the open-source packages are secure and meet enterprise security standards? (Select all that apply). - Selected Choice,What roadblocks are preventing your organization's use of open-source? (Select all that apply). - Selected Choice,Does your institution encourage you/your team to contribute code to open-source projects?,How do they encourage you/your team to contribute code to open-source projects?  (Select all that apply). - Selected Choice,Which of the following data science/ML tools are used inside your organization? - AWS Sagemaker,Which of the following data science/ML tools are used inside your organization? - Alteryx,Which of the following data science/ML tools are used inside your organization? - Anaconda,Which of the following data science/ML tools are used inside your organization? - Azure ML Studio,Which of the following data science/ML tools are used inside your organization? - Cloudera CDSW,Which of the following data science/ML tools are used inside your organization? - Comet,Which of the following data science/ML tools are used inside your organization? - DataBricks,Which of the following data science/ML tools are used inside your organization? - Dataiku,Which of the following data science/ML tools are used inside your organization? - DataRobot,Which of the following data science/ML tools are used inside your organization? - Domino,Which of the following data science/ML tools are used inside your organization? - Explorium,Which of the following data science/ML tools are used inside your organization? - GitHub,Which of the following data science/ML tools are used inside your organization? - Google AI Platform,Which of the following data science/ML tools are used inside your organization? - Google BigQuery,Which of the following data science/ML tools are used inside your organization? - Google Colab,Which of the following data science/ML tools are used inside your organization? - H20,Which of the following data science/ML tools are used inside your organization? - IBM Watson Studio,Which of the following data science/ML tools are used inside your organization? - JFrog Artifactory,Which of the following data science/ML tools are used inside your organization? - KNIME,Which of the following data science/ML tools are used inside your organization? - Looker,Which of the following data science/ML tools are used inside your organization? - MLFlow,Which of the following data science/ML tools are used inside your organization? - Nexus Sonotype,Which of the following data science/ML tools are used inside your organization? - PowerBI,Which of the following data science/ML tools are used inside your organization? - RStudio,Which of the following data science/ML tools are used inside your organization? - RapidMiner,Which of the following data science/ML tools are used inside your organization? - SAS,Which of the following data science/ML tools are used inside your organization? - Snowflake,Which of the following data science/ML tools are used inside your organization? - Stack Overflow,Which of the following data science/ML tools are used inside your organization? - Tableau,Which of the following data science/ML tools are used inside your organization? - Weights & Biases,Which of the following data science/ML tools are used inside your organization? - Other (please specify),Has your organization scaled back the use of open-source software in the past year due to concerns around security?,How much control do IT users have over the open-source tools and packages your company uses?,What kinds of measures or tools do you or your institution use to ensure fairness and mitigate bias in data sets and models? - Selected Choice,What kinds of measures or tools do you or your institution use to address model explainability and interpretability? (Select all that apply). - Selected Choice,Where do you conduct most of your model development and training?,Where do you deploy your models into production?,What roadblocks do you face when moving models to a production environment? (Select all that apply). - Selected Choice,"In your opinion, what are the most important skills/areas of expertise missing in the data science/ML area of your organization? (Select all that apply). - Selected Choice",Do you believe the government should play a larger role in strengthening technological innovation and manufacturing in your country?,Which of the following governmental incentives do you support? (Select all that apply).,Attracting and retaining employees has challenged the technology industry more than ever before. How concerned is your organization about the potential impact of a talent shortage?,What are you most concerned about with regard to the current workforce talent shortage? Please select your top three concerns. - Selected Choice,Which of the following steps is your organization taking to address the current workforce talent shortage? (Select all that apply). - Selected Choice,What do you think are the biggest barriers to the successful enterprise adoption of data science? (Select all that apply). - Selected Choice,Which of the following best describes your specialization or field of research?,"What topics, tools, or skills is your institution teaching students of data science and machine learning? (Select all that apply).",How often is bias in AI/ML/data science taught in classes or lectures?,What types of AI/ML/data science bias are taught in classes or lectures? (Select all that apply). - Selected Choice,What types of bias have you personally encountered in your work? (Select all that apply). - Selected Choice,How often are topics related to open-source security taught in classes or lectures?,"What topics, tools, or skills are in covered your courses in preparation for entering the data science/ML field? (Select all that apply).",How often is bias in AI/ML/data science discussed in classes or lectures?,What types of AI/ML/data science bias are covered in your classes or lectures? (Select all that apply). - Selected Choice,What types of bias have you personally encountered in your work? (Select all that apply). - Selected Choice,"In your opinion, what is the biggest obstacle to obtaining the experience required for a career in data science or related fields? - Selected Choice",How often are topics related to open-source security taught in classes or lectures?,What is the ideal setting that you would like to work in? - Selected Choice,How often do you use the following languages? - Python,How often do you use the following languages? - R,How often do you use the following languages? - Java,How often do you use the following languages? - JavaScript,How often do you use the following languages? - C/C++,How often do you use the following languages? - C#,How often do you use the following languages? - Julia,How often do you use the following languages? - HTML/CSS,How often do you use the following languages? - Bash/Shell,How often do you use the following languages? - SQL,How often do you use the following languages? - Go,How often do you use the following languages? - PHP,How often do you use the following languages? - Rust,How often do you use the following languages? - TypeScript,How often do you use the following languages? - Other (please indicate below),What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Speed of innovation,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Most economical option,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Most useful tools for my needs,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Avoid vendor lock-in,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Product quality,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Offers security,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Other (please indicate),What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Enable non-experts to train machine learning models,What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Quickly and efficiently tune very many hyperparameters,What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Help choose the best model types to solve specific problems,"What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Speed up the ML pipeline by automating certain workflows (data cleaning, etc.)","What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Tune the model once performance (such as accuracy, etc.) starts to degrade",What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Other (please indicate),What do you think is the biggest problem in the data science/AI/ML space today? - Selected Choice,What tools and resources do you feel are lacking for data scientists who want to learn and develop their skills? (Select all that apply). - Selected Choice,How do you typically learn about new tools and topics relevant to your role? (Select all that apply). - Selected Choice,What are you most hoping to see from the data science industry this year? - Selected Choice,What do you believe is the biggest challenge in the open-source community today? - Selected Choice,"Have supply chain disruption problems, such as the ongoing chip shortage, impacted your access to computing resources?"
United States,26-41,Bachelor's degree,Female,Not-for-profit organization,Product Manager,5-6 years,,Very satisfied ,More access to professional training/development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,42-57,Bachelor's degree,Male,Commercial (for-profit) entity,System Administrator ,1-2 years,,Very satisfied ,More access to professional training/development,Construction,Manager,"201-1,000",IT,20,15,20,10,10,10,15,0,No,"Manual model and application audits,Vulnerability and security scanning software,We create and use custom and proprietary software,We only use source-verified packages",,"Lack of knowledge or understanding,Not wanting to disrupt current projects in place",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,58-67,Bachelor's degree,Male,,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machine learning,Python",It hasn't come up in any discussions or lectures,AI/ML/data science bias has not been not taught in my classes or lectures,Exclusion bias,Cost,"Rarely, only if there is a one-off conversation or question",An early-stage startup company,Frequently,,,Rarely,Rarely,,,Rarely,Frequently,,,,,,,50,10,20,5,10,5,0,2,3,1,4,5,6,Advanced information warfare ,Tailored learning paths,"Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",Further innovation in the open-source data science community,Security vulnerabilities,I'm not sure
India,42-57,Doctoral degree,Male,Commercial (for-profit) entity,Product Manager,5-6 years,,Extremely satisfied,N/A - I would not leave my current position,Engineering,Director,1-200,Research and Development  ,30,20,20,10,5,5,10,0,Yes,Vulnerability and security scanning software,We use a vulnerability scanner,,Yes,Funding specific to OS project development,,,,Currently Using,,,Currently Using,,,,,Currently Using,Currently Using,,Currently Using,,,,,,Currently Using,,Currently Using,,,,,Currently Using,,,,"No, we have not scaled back",IT has no oversight of company open-source tools and packages,None currently,We perform a series of controlled tests to assess model interpretability,Local laptop,On-premises local server,Managing package dependencies and environments,"Engineering skills,Probability and statistics,Advanced mathematics,Data visualization,Big data management,Ethics in data science/machine learning,Machine learning,Deep learning,Model deployment,Python,JavaScript,SQL",Yes,More funding for STEM/tech schooling,Extremely concerned,"Employee turnover,Recruiting and talent acquisition,Customer service ","Train current employees,Increase salaries","Unrealistic expectations for results,Other (please indicate below)",,,,,,,,,,,,,,Never,,,Never,Never,,,Never,,Never,,,,,,20,50,20,5,5,0,0,3,5,1,4,2,6,Advanced information warfare ,"Tailored learning paths,Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Community platforms and forums",Other (please indicate below),Other (please indicate below),Yes
Indonesia,26-41,Master's degree,Male,Commercial (for-profit) entity,Other (please indicate below),<1 years,Data Engineer,Not at all satisfied ,More responsibility/opportunity for career advancement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,42-57,Master's degree,Male,Educational institution,Professor/Instructor/Researcher,10+ years,,Not at all satisfied ,N/A - I would not leave my current position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,Advanced mathematics,"Frequently, in multiple classes and lectures.",Prejudice bias,"Sample bias,Prejudice bias,Outlier bias","Rarely, only if there is a one-off conversation or question",,,,,,,,Always,Frequently,,,,,,,,Frequently,,,,,,0,50,40,0,0,10,0,3,4,1,2,5,6,Impacts to individual privacy,"Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Paid online courses (e.g. Coursera, EdX),Community platforms and forums",Further innovation in the open-source data science community,Public trust,I'm not sure
Australia,26-41,Master's degree,Male,Commercial (for-profit) entity,Business Analyst,1-2 years,I was a student,Slightly satisfied ,More access to professional training/development,Transportation & Logistics,Entry-level,1-200,IT,30,10,15,5,5,15,20,0,Yes,"We have and use SBOMs,I'm not sure",I'm not sure or not aware of any measures,,Yes,Additional time dedicated to contributing to OS projects,I'm Not Sure,Interested In,Plans to Use,Plans to Use,Interested In,Interested In,Plans to Use,Plans to Use,Interested In,Interested In,Plans to Use,Plans to Use,Plans to Use,Plans to Use,Plans to Use,Plans to Use,Plans to Use,Interested In,Interested In,Interested In,Plans to Use,Interested In,Plans to Use,Plans to Use,Interested In,Plans to Use,Interested In,Interested In,Plans to Use,Not Interested In,,I'm not sure,IT controls about 50% of company open-source tools and packages,We perform a suite of statistical fairness tests,"Model outcomes must be applicable to all related groups and treatments in test sample (i.e., no cherry picking data)",On-premises local server,On-premises local server,"Re-coding models from Python/R to another language,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.)","Business knowledge,Advanced mathematics,Deep learning",Yes,N/A - none,Moderately concerned,"Employee turnover,Recruiting and talent acquisition,Diversity and inclusion hiring objectives ","We are not taking any action to address the current workforce talent shortage,I'm not sure","Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Sometimes,Rarely,Sometimes,,Sometimes,Sometimes,Never,Frequently,Never,Frequently,Sometimes,Never,Never,Frequently,,30,10,25,5,20,10,0,3,4,1,2,5,6,Advanced information warfare ,Mentorship opportunities,"Reading technical books, blogs, newsletters, and papers,Paid online courses (e.g. Coursera, EdX),Community platforms and forums",New optimized models that allow for more complex computations to be conducted faster,Public trust,Yes
India,42-57,Master's degree,Male,Commercial (for-profit) entity,Product Manager,,,Very satisfied ,More responsibility/opportunity for career advancement,Finance,Director,"10,001",IT,20,20,10,10,20,10,10,0,Yes,"Manual model and application audits,Vulnerability and security scanning software,We create and use custom and proprietary software","We use a vulnerability scanner,We use a managed repository",,No,,,Currently Using,Currently Using,Currently Using,,,,,,,,Currently Using,Plans to Use,Plans to Use,Plans to Use,,,Currently Using,,Currently Using,,,Currently Using,,,Currently Using,,,Currently Using,,,"No, we have not scaled back",IT controls most company open-source tools and packages,I'm not sure,I'm not sure,In the cloud,On-premises local server,"Meeting IT/InfoSec standards,Securing data connectivity,Securing network connectivity","Probability and statistics,Advanced mathematics,Data visualization,Deep learning,NLP",Yes,"More funding for technology companies,More funding for STEM/tech schooling,More regulation of big tech companies ",Very concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply,Increase salaries,Improve benefits","Unrealistic expectations for results,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Frequently,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Frequently,Frequently,Never,Never,Never,Never,,20,20,20,20,10,10,0,1,5,2,3,4,6,Advanced information warfare ,"Tailored learning paths,Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Community platforms and forums",More specialized data science hardware,Security vulnerabilities,No
United States,42-57,Master's degree,Male,Commercial (for-profit) entity,Line-of-Business Manager,3-4 years,,Moderately satisfied ,More responsibility/opportunity for career advancement,Finance,Director,"10,001",IT,34,10,20,2,2,2,30,0,Yes,"Manual model and application audits,Vulnerability and security scanning software,We have and use SBOMs,We only use source-verified packages","We use a vulnerability scanner,We use a managed repository",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,26-41,Master's degree,Male,Commercial (for-profit) entity,Developer,5-6 years,,Very satisfied ,More access to professional training/development,Finance,Associate,"201-1,000",IT,40,20,10,15,10,0,5,0,Yes,Vulnerability and security scanning software,We use a vulnerability scanner,,No,,,,Currently Using,Currently Using,,,,,,,,Currently Using,,,,,,,,,,,,,,,,,Currently Using,,,"Yes, we scaled back after the Log4j vulnerability",IT controls all company open-source tools and packages,We evaluate data collection methods according to internally-set standards,We only use low-interpretability models in low-risk scenarios,Local laptop,I do not deploy models into production,Meeting IT/InfoSec standards,"Business knowledge,Probability and statistics,Data visualization,Computer vision/image processing,Machine learning,Python,SQL",Yes,More funding for STEM/tech schooling,Moderately concerned,"Recruiting and talent acquisition,Our ability to meet business demands ,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Increase salaries",Unrealistic expectations for results,,,,,,,,,,,,,,Always,Frequently,Frequently,Never,Never,Never,Never,Sometimes,,Frequently,Never,Sometimes,Never,Never,,40,40,0,20,0,0,0,1,2,3,4,5,6,Social impacts from bias in data and models,Mentorship opportunities,"Reading technical books, blogs, newsletters, and papers,Paid online courses (e.g. Coursera, EdX),Community platforms and forums",More specialized data science hardware,Security vulnerabilities,No
India,26-41,Bachelor's degree,Male,Commercial (for-profit) entity,System Administrator ,3-4 years,,Extremely satisfied,More access to professional training/development,Engineering,Manager,"10,001",IT,20,0,0,30,0,0,50,0,Yes,"Vulnerability and security scanning software,We create and use custom and proprietary software,We have and use SBOMs","We use a managed repository,Manual checks against a vulnerability database",,Yes,Team members dedicated to contributing to OS projects,Not Interested In,Not Interested In,Not Interested In,Not Interested In,,,,,,,,Currently Using,,,,,Plans to Use,,,,,,,,,,,,Currently Using,,,"Yes, we scaled back after the Log4j vulnerability",IT controls most company open-source tools and packages,We manually assess data sets for fairness and bias,"We only use low-interpretability models in low-risk scenarios,We perform a series of controlled tests to assess model interpretability",Local desktop/workstation,I do not deploy models into production,"Meeting IT/InfoSec standards,Re-coding models from Python/R to another language,Re-coding models from another language to Python/R,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.)","Probability and statistics,Advanced mathematics,Data visualization,JavaScript",Yes,"More funding for STEM/tech schooling,More regulation of big tech companies ",Extremely concerned,"Recruiting and talent acquisition,Customer service ,Diversity and inclusion hiring objectives ","Train current employees,Increase salaries,Improve benefits",Insufficient talent or headcount in the data science area,,,,,,,,,,,,,,,,Always,,Always,,,,,,,Always,,,,0,10,10,50,20,10,0,2,1,6,3,4,5,Advanced information warfare ,"Community engagement and learning platforms,Tailored learning paths,Hands-on projects","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",New optimized models that allow for more complex computations to be conducted faster,Undermanagement ,No
Israel,58-67,Doctoral degree,Male,Commercial (for-profit) entity,Applied Scientist,10+ years,,Moderately satisfied ,More responsibility/opportunity for career advancement,Healthcare,Principal,1-200,Research and Development  ,0,0,20,0,0,40,40,0,Yes,Manual model and application audits,I'm not sure or not aware of any measures,,No,,Currently Using,Not Interested In,Currently Using,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,I'm Not Sure,I'm Not Sure,I'm Not Sure,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,I'm Not Sure,Not Interested In,Not Interested In,Not Interested In,I'm Not Sure,Currently Using,I'm Not Sure,,"Yes, we scaled back after the Log4j vulnerability",IT controls about 50% of company open-source tools and packages,We have a Center of Excellence,We use statistical inferential tests to assess variable fidelity,In the cloud,I do not deploy models into production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,42-57,Master's degree,Male,Commercial (for-profit) entity,Other (please indicate below),1-2 years,,Extremely satisfied,N/A - I would not leave my current position,Engineering,Director,1-200,Research and Development  ,15,15,15,15,10,10,20,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,26-41,Doctoral degree,Male,Commercial (for-profit) entity,Other (please indicate below),1-2 years,Other (please indicate below),Moderately satisfied ,Other (please indicate below),Finance,Principal,"10,001",Other (please indicate below),0,0,0,0,0,0,30,70,Yes,"Manual model and application audits,Vulnerability and security scanning software,I'm not sure",We use a managed repository,,I'm not sure,,Not Interested In,I'm Not Sure,Currently Using,Plans to Use,Currently Using,I'm Not Sure,Plans to Use,I'm Not Sure,I'm Not Sure,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Currently Using,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Plans to Use,Not Interested In,I'm Not Sure,Currently Using,Not Interested In,Currently Using,Not Interested In,Not Interested In,Currently Using,I'm Not Sure,,"No, we have not scaled back",IT controls all company open-source tools and packages,We perform a suite of statistical fairness tests,We perform a series of controlled tests to assess model interpretability,I do not conduct model development and training,I do not deploy models into production,"Access to compute resources,Managing package dependencies and environments,Moving to the cloud,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.)","Communication skills,Engineering skills,Probability and statistics,Advanced mathematics,Ethics in data science/machine learning,Machine learning,Deep learning,NLP,Computer systems",Yes,"More funding for STEM/tech schooling,More regulation of big tech companies ",Very concerned,"Employee turnover,Diversity and inclusion hiring objectives ,Ability to recruit/retain technical talent ","We are not taking any action to address the current workforce talent shortage,Permitting or expanding remote work options,Train current employees,Increase salaries,Increase automation","Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Always,Frequently,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,,30,0,30,30,10,0,0,5,2,4,1,3,6,Impacts to individual privacy,Mentorship opportunities,"Reading technical books, blogs, newsletters, and papers,Community platforms and forums",Further innovation in the open-source data science community,Security vulnerabilities,No
Poland,18-25,Bachelor's degree,Male,,Student,,,Very satisfied ,N/A - I would not leave my current position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,18-25,High School or equivalent,Male,,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probability and statistics,Machine learning,Data visualization,Python","Rarely, only if there is a one-off conversation or question",AI/ML/data science bias has not been not taught in my classes or lectures,Sample bias,Lack of clarity surrounding required experience,It hasn't come up in any discussions or lectures,A nonprofit organization,Frequently,Rarely,Rarely,Frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Frequently,Frequently,35,20,10,5,20,10,0,2,3,5,1,4,6,Social impacts from bias in data and models,Hands-on projects,"Reading technical books, blogs, newsletters, and papers,Paid online courses (e.g. Coursera, EdX),Paid university courses",Further innovation in the open-source data science community,Public trust,No
Malawi,26-41,Bachelor's degree,Female,Government agency,System Administrator ,5-6 years,,Slightly satisfied ,More responsibility/opportunity for career advancement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,42-57,Master's degree,Male,Commercial (for-profit) entity,Developer,5-6 years,,Very satisfied ,More responsibility/opportunity for career advancement,Manufacturing,Associate,"5,001-10,000",Operations,30,40,20,0,0,0,10,0,Yes,I'm not sure,I'm not sure or not aware of any measures,,No,,,,,Currently Using,,,Currently Using,,,,,,,,,,,,,,,,Currently Using,Currently Using,,,,,Currently Using,,,I'm not sure,IT controls minimal company open-source tools and packages,I'm not sure,I'm not sure,Local laptop,I do not deploy models into production,"Meeting IT/InfoSec standards,Re-coding models from Python/R to another language","Business knowledge,Data visualization,Python,R,JavaScript",Yes,More funding for STEM/tech schooling,Moderately concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply,Train current employees,Increase automation","Unrealistic expectations for results,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,,30,30,40,0,0,0,0,1,4,3,2,5,6,Social impacts from bias in data and models,"Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",Further innovation in the open-source data science community,Public trust,No
Belgium,26-41,High School or equivalent,Male,Government agency,Other (please indicate below),1-2 years,,,More flexibility with my work hours,Defense,Associate,"10,001",Research and Development  ,50,10,30,0,0,0,10,0,Yes,"Manual model and application audits,Vulnerability and security scanning software","We use a vulnerability scanner,We use a managed repository",,No,,Not Interested In,Not Interested In,Currently Using,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,,"Yes, we scaled back after the Log4j vulnerability",IT controls all company open-source tools and packages,We have a Center of Excellence,"We use statistical inferential tests to assess variable fidelity,We perform a series of controlled tests to assess model interpretability",I do not conduct model development and training,I do not deploy models into production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,26-41,Doctoral degree,Male,,Professor/Instructor/Researcher,3-4 years,,Moderately satisfied ,More flexibility with my work hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced mathematics,"Frequently, in multiple classes and lectures",Confirmation bias,Algorithmic bias,Lack of social capital or mentor relationships,"Sometimes, when there is a specific lecture",An academic or research center,Frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,,50,20,30,0,0,0,0,1,2,4,3,5,6,Impacts to individual privacy,"Community engagement and learning platforms,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Community platforms and forums",New optimized models that allow for more complex computations to be conducted faster,Public trust,No
United States,26-41,Some college,Male,Commercial (for-profit) entity,Data Engineer,9-10 years,,Very satisfied ,More flexibility with my work hours,Education,Senior,"201-1,000",Center of Excellence,20,10,30,10,20,5,5,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,26-41,Bachelor's degree,Male,Not-for-profit organization,Applied Scientist,5-6 years,,Moderately satisfied ,N/A - I would not leave my current position,Retail,Senior,"1,001-3,000",Data Science ,10,1,10,1,10,8,60,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,18-25,Doctoral degree,Male,Commercial (for-profit) entity,System Administrator ,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,68,Master's degree,Male,Commercial (for-profit) entity,Data Engineer,1-2 years,,Moderately satisfied ,N/A - I would not leave my current position,Consulting,Senior,1-200,IT,0,0,0,0,0,0,0,100,Yes,None currently,We are not securing our open-source pipeline,,No,,,,Currently Using,,,,,,,,,,Currently Using,,,,,,,,,,,,,,,,,,,"No, we have not scaled back",IT controls all company open-source tools and packages,We perform a suite of statistical fairness tests,I'm not sure,Local desktop/workstation,I do not deploy models into production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
